38; 5550722.IMA;  BL2F_;  LF;  4;  6;  7;  1;  5;  132816495000;  35;  0;  x;  x;  0;  
39; 5550740.IMA;  BL2F_;  Li;  4;  6;  7;  1;  5;  132816495000;  35;  0;  x;  x;  0;  
40; 5550758.IMA;  BL2F_;  L8;  4;  6;  7;  1;  5;  132816495000;  35;  0;  x;  x;  0;  
41; 5550776.IMA;  BL2F_;  LN;  4;  6;  7;  1;  5;  132816495000;  35;  0;  x;  x;  0;  
42; 5550794.IMA;  BL2F_;  LT;  4;  6;  7;  1;  5;  132816495000;  35;  0;  x;  x;  0;  
43; 5550812.IMA;  BL2F_;  LH;  4;  6;  7;  1;  5;  132816495000;  35;  0;  x;  x;  0;  
44; 5550830.IMA;  BL2F_;  Lo;  4;  6;  7;  1;  5;  132816495000;  35;  0;  x;  x;  0;  
45; 5550362.IMA;  BL2F_;  LS;  4;  6;  7;  1;  6;  132816452500;  35;  45;  x;  x;  0;  
46; 5550380.IMA;  BL2F_;  LD;  4;  6;  7;  1;  6;  132816452500;  35;  45;  x;  x;  0;  
47; 5550398.IMA;  BL2F_;  LF;  4;  6;  7;  1;  6;  132816452500;  35;  45;  x;  x;  0;  
48; 5550416.IMA;  BL2F_;  Li;  4;  6;  7;  1;  6;  132816452500;  35;  45;  x;  x;  0;  
49; 5550434.IMA;  BL2F_;  L8;  4;  6;  7;  1;  6;  132816452500;  35;  45;  x;  x;  0;  
50; 5550452.IMA;  BL2F_;  LN;  4;  6;  7;  1;  6;  132816452500;  35;  45;  x;  x;  0;  
51; 5550470.IMA;  BL2F_;  LT;  4;  6;  7;  1;  6;  132816452500;  35;  45;  x;  x;  0;  
52; 5550488.IMA;  BL2F_;  LH;  4;  6;  7;  1;  6;  132816452500;  35;  45;  x;  x;  0;  
53; 5550506.IMA;  BL2F_;  Lo;  4;  6;  7;  1;  6;  132816452500;  35;  45;  x;  x;  0;  
54; 5550987.IMA;  BL2F_;  LS;  4;  6;  9;  2;  1;  132848900000;  15;  -45;  x;  x;  0;  
55; 5551005.IMA;  BL2F_;  LD;  4;  6;  9;  2;  1;  132848900000;  15;  -45;  x;  x;  0;  
56; 5551023.IMA;  BL2F_;  LF;  4;  6;  9;  2;  1;  132848900000;  15;  -45;  x;  x;  0;  
57; 5551041.IMA;  BL2F_;  Li;  4;  6;  9;  2;  1;  132848900000;  15;  -45;  x;  x;  0;  
58; 5551059.IMA;  BL2F_;  L8;  4;  6;  9;  2;  1;  132848900000;  15;  -45;  x;  x;  0;  
59; 5551077.IMA;  BL2F_;  LN;  4;  6;  9;  2;  1;  132848900000;  15;  -45;  x;  x;  0;  
60; 5551095.IMA;  BL2F_;  LT;  4;  6;  9;  2;  1;  132848900000;  15;  -45;  x;  x;  0;  
61; 5551113.IMA;  BL2F_;  LH;  4;  6;  9;  2;  1;  132848900000;  15;  -45;  x;  x;  0;  
62; 5551131.IMA;  BL2F_;  Lo;  4;  6;  9;  2;  1;  132848900000;  15;  -45;  x;  x;  0;  
63; 5551635.IMA;  BL2F_;  LS;  4;  6;  9;  2;  2;  132848985000;  15;  0;  x;  x;  0;  
64; 5551653.IMA;  BL2F_;  LD;  4;  6;  9;  2;  2;  132848985000;  15;  0;  x;  x;  0;  
65; 5551671.IMA;  BL2F_;  LF;  4;  6;  9;  2;  2;  132848985000;  15;  0;  x;  x;  0;  
66; 5551689.IMA;  BL2F_;  Li;  4;  6;  9;  2;  2;  132848985000;  15;  0;  x;  x;  0;  
67; 5551707.IMA;  BL2F_;  L8;  4;  6;  9;  2;  2;  132848985000;  15;  0;  x;  x;  0;  
68; 5551725.IMA;  BL2F_;  LN;  4;  6;  9;  2;  2;  132848985000;  15;  0;  x;  x;  0;  
69; 5551743.IMA;  BL2F_;  LT;  4;  6;  9;  2;  2;  132848985000;  15;  0;  x;  x;  0;  
70; 5551761.IMA;  BL2F_;  LH;  4;  6;  9;  2;  2;  132848985000;  15;  0;  x;  x;  0;  
71; 5551779.IMA;  BL2F_;  Lo;  4;  6;  9;  2;  2;  132848985000;  15;  0;  x;  x;  0;  
72; 5551311.IMA;  BL2F_;  LS;  4;  6;  9;  2;  3;  132848942500;  15;  45;  x;  x;  0;  
73; 5551329.IMA;  BL2F_;  LD;  4;  6;  9;  2;  3;  132848942500;  15;  45;  x;  x;  0;  
74; 5551347.IMA;  BL2F_;  LF;  4;  6;  9;  2;  3;  132848942500;  15;  45;  x;  x;  0;  
75; 5551365.IMA;  BL2F_;  Li;  4;  6;  9;  2;  3;  132848942500;  15;  45;  x;  x;  0;  
76; 5551383.IMA;  BL2F_;  L8;  4;  6;  9;  2;  3;  132848942500;  15;  45;  x;  x;  0;  
77; 5551401.IMA;  BL2F_;  LN;  4;  6;  9;  2;  3;  132848942500;  15;  45;  x;  x;  0;  
78; 5551419.IMA;  BL2F_;  LT;  4;  6;  9;  2;  3;  132848942500;  15;  45;  x;  x;  0;  
79; 5551437.IMA;  BL2F_;  LH;  4;  6;  9;  2;  3;  132848942500;  15;  45;  x;  x;  0;  
80; 5551455.IMA;  BL2F_;  Lo;  4;  6;  9;  2;  3;  132848942500;  15;  45;  x;  x;  0;  
81; 5551149.IMA;  BL2F_;  LS;  4;  6;  9;  2;  4;  132848920000;  35;  -45;  x;  x;  0;  
82; 5551167.IMA;  BL2F_;  LD;  4;  6;  9;  2;  4;  132848920000;  35;  -45;  x;  x;  0;  
83; 5551185.IMA;  BL2F_;  LF;  4;  6;  9;  2;  4;  132848920000;  35;  -45;  x;  x;  0;  
84; 5551203.IMA;  BL2F_;  Li;  4;  6;  9;  2;  4;  132848920000;  35;  -45;  x;  x;  0;  
85; 5551221.IMA;  BL2F_;  L8;  4;  6;  9;  2;  4;  132848920000;  35;  -45;  x;  x;  0;  
86; 5551239.IMA;  BL2F_;  LN;  4;  6;  9;  2;  4;  132848920000;  35;  -45;  x;  x;  0;  
87; 5551257.IMA;  BL2F_;  LT;  4;  6;  9;  2;  4;  132848920000;  35;  -45;  x;  x;  0;  
88; 5551275.IMA;  BL2F_;  LH;  4;  6;  9;  2;  4;  132848920000;  35;  -45;  x;  x;  0;  
89; 5551293.IMA;  BL2F_;  Lo;  4;  6;  9;  2;  4;  132848920000;  35;  -45;  x;  x;  0;  
90; 5551797.IMA;  BL2F_;  LS;  4;  6;  9;  2;  5;  132849005000;  35;  0;  x;  x;  0;  
91; 5551815.IMA;  BL2F_;  LD;  4;  6;  9;  2;  5;  132849005000;  35;  0;  x;  x;  0;  
92; 5551833.IMA;  BL2F_;  LF;  4;  6;  9;  2;  5;  132849005000;  35;  0;  x;  x;  0;  
93; 5551851.IMA;  BL2F_;  Li;  4;  6;  9;  2;  5;  132849005000;  35;  0;  x;  x;  0;  
94; 5551869.IMA;  BL2F_;  L8;  4;  6;  9;  2;  5;  132849005000;  35;  0;  x;  x;  0;  
95; 5551887.IMA;  BL2F_;  LN;  4;  6;  9;  2;  5;  132849005000;  35;  0;  x;  x;  0;  
96; 5551905.IMA;  BL2F_;  LT;  4;  6;  9;  2;  5;  132849005000;  35;  0;  x;  x;  0;  
97; 5551923.IMA;  BL2F_;  LH;  4;  6;  9;  2;  5;  132849005000;  35;  0;  x;  x;  0;  
98; 5551941.IMA;  BL2F_;  Lo;  4;  6;  9;  2;  5;  132849005000;  35;  0;  x;  x;  0;  
99; 5551473.IMA;  BL2F_;  LS;  4;  6;  9;  2;  6;  132848962500;  35;  45;  x;  x;  0;  
100; 5551491.IMA;  BL2F_;  LD;  4;  6;  9;  2;  6;  132848962500;  35;  45;  x;  x;  0;  
101; 5551509.IMA;  BL2F_;  LF;  4;  6;  9;  2;  6;  132848962500;  35;  45;  x;  x;  0;  
102; 5551527.IMA;  BL2F_;  Li;  4;  6;  9;  2;  6;  132848962500;  35;  45;  x;  x;  0;  
103; 5551545.IMA;  BL2F_;  L8;  4;  6;  9;  2;  6;  132848962500;  35;  45;  x;  x;  0;  
104; 5551563.IMA;  BL2F_;  LN;  4;  6;  9;  2;  6;  132848962500;  35;  45;  x;  x;  0;  
105; 5551581.IMA;  BL2F_;  LT;  4;  6;  9;  2;  6;  132848962500;  35;  45;  x;  x;  0;  
106; 5551599.IMA;  BL2F_;  LH;  4;  6;  9;  2;  6;  132848962500;  35;  45;  x;  x;  0;  
107; 5551617.IMA;  BL2F_;  Lo;  4;  6;  9;  2;  6;  132848962500;  35;  45;  x;  x;  0;  
108; 5558072.IMA;  BL2S_;  LS;  4;  6;  15;  1;  1;  133033382500;  20;  -45;  x;  x;  0;  
109; 5558090.IMA;  BL2S_;  LD;  4;  6;  15;  1;  1;  133033382500;  20;  -45;  x;  x;  0;  
110; 5558108.IMA;  BL2S_;  LF;  4;  6;  15;  1;  1;  133033382500;  20;  -45;  x;  x;  0;  
111; 5558126.IMA;  BL2S_;  Li;  4;  6;  15;  1;  1;  133033382500;  20;  -45;  x;  x;  0;  
112; 5558144.IMA;  BL2S_;  L8;  4;  6;  15;  1;  1;  133033382500;  20;  -45;  x;  x;  0;  
113; 5558162.IMA;  BL2S_;  LN;  4;  6;  15;  1;  1;  133033382500;  20;  -45;  x;  x;  0;  
114; 5558180.IMA;  BL2S_;  LT;  4;  6;  15;  1;  1;  133033382500;  20;  -45;  x;  x;  0;  
115; 5558198.IMA;  BL2S_;  LH;  4;  6;  15;  1;  1;  133033382500;  20;  -45;  x;  x;  0;  
116; 5558216.IMA;  BL2S_;  Lo;  4;  6;  15;  1;  1;  133033382500;  20;  -45;  x;  x;  0;  
117; 5558797.IMA;  BL2S_;  LS;  4;  6;  15;  1;  2;  133034047500;  20;  0;  x;  x;  0;  
118; 5558815.IMA;  BL2S_;  LD;  4;  6;  15;  1;  2;  133034047500;  20;  0;  x;  x;  0;  
119; 5558833.IMA;  BL2S_;  LF;  4;  6;  15;  1;  2;  133034047500;  20;  0;  x;  x;  0;  
120; 5558851.IMA;  BL2S_;  Li;  4;  6;  15;  1;  2;  133034047500;  20;  0;  x;  x;  0;  
121; 5558869.IMA;  BL2S_;  L8;  4;  6;  15;  1;  2;  133034047500;  20;  0;  x;  x;  0;  
122; 5558887.IMA;  BL2S_;  LN;  4;  6;  15;  1;  2;  133034047500;  20;  0;  x;  x;  0;  
123; 5558905.IMA;  BL2S_;  LT;  4;  6;  15;  1;  2;  133034047500;  20;  0;  x;  x;  0;  
124; 5558923.IMA;  BL2S_;  LH;  4;  6;  15;  1;  2;  133034047500;  20;  0;  x;  x;  0;  
125; 5558941.IMA;  BL2S_;  Lo;  4;  6;  15;  1;  2;  133034047500;  20;  0;  x;  x;  0;  
126; 5558396.IMA;  BL2S_;  LS;  4;  6;  15;  1;  3;  133033715000;  20;  45;  x;  x;  0;  
127; 5558414.IMA;  BL2S_;  LD;  4;  6;  15;  1;  3;  133033715000;  20;  45;  x;  x;  0;  
128; 5558432.IMA;  BL2S_;  LF;  4;  6;  15;  1;  3;  133033715000;  20;  45;  x;  x;  0;  
129; 5558450.IMA;  BL2S_;  Li;  4;  6;  15;  1;  3;  133033715000;  20;  45;  x;  x;  0;  
130; 5558468.IMA;  BL2S_;  L8;  4;  6;  15;  1;  3;  133033715000;  20;  45;  x;  x;  0;  
131; 5558486.IMA;  BL2S_;  LN;  4;  6;  15;  1;  3;  133033715000;  20;  45;  x;  x;  0;  
132; 5558504.IMA;  BL2S_;  LT;  4;  6;  15;  1;  3;  133033715000;  20;  45;  x;  x;  0;  
133; 5558522.IMA;  BL2S_;  LH;  4;  6;  15;  1;  3;  133033715000;  20;  45;  x;  x;  0;  
134; 5558540.IMA;  BL2S_;  Lo;  4;  6;  15;  1;  3;  133033715000;  20;  45;  x;  x;  0;  
135; 5558234.IMA;  BL2S_;  LS;  4;  6;  15;  1;  4;  133033465000;  100;  -45;  x;  x;  0;  
136; 5558252.IMA;  BL2S_;  LD;  4;  6;  15;  1;  4;  133033465000;  100;  -45;  x;  x;  0;  
137; 5558270.IMA;  BL2S_;  LF;  4;  6;  15;  1;  4;  133033465000;  100;  -45;  x;  x;  0;  
138; 5558288.IMA;  BL2S_;  Li;  4;  6;  15;  1;  4;  133033465000;  100;  -45;  x;  x;  0;  
139; 5558306.IMA;  BL2S_;  L8;  4;  6;  15;  1;  4;  133033465000;  100;  -45;  x;  x;  0;  
140; 5558324.IMA;  BL2S_;  LN;  4;  6;  15;  1;  4;  133033465000;  100;  -45;  x;  x;  0;  
141; 5558342.IMA;  BL2S_;  LT;  4;  6;  15;  1;  4;  133033465000;  100;  -45;  x;  x;  0;  
142; 5558360.IMA;  BL2S_;  LH;  4;  6;  15;  1;  4;  133033465000;  100;  -45;  x;  x;  0;  
143; 5558378.IMA;  BL2S_;  Lo;  4;  6;  15;  1;  4;  133033465000;  100;  -45;  x;  x;  0;  
144; 5558959.IMA;  BL2S_;  LS;  4;  6;  15;  1;  5;  133034130000;  100;  0;  x;  x;  0;  
145; 5558977.IMA;  BL2S_;  LD;  4;  6;  15;  1;  5;  133034130000;  100;  0;  x;  x;  0;  
146; 5558995.IMA;  BL2S_;  LF;  4;  6;  15;  1;  5;  133034130000;  100;  0;  x;  x;  0;  
147; 5559013.IMA;  BL2S_;  Li;  4;  6;  15;  1;  5;  133034130000;  100;  0;  x;  x;  0;  
148; 5559031.IMA;  BL2S_;  L8;  4;  6;  15;  1;  5;  133034130000;  100;  0;  x;  x;  0;  
149; 5559049.IMA;  BL2S_;  LN;  4;  6;  15;  1;  5;  133034130000;  100;  0;  x;  x;  0;  
150; 5559067.IMA;  BL2S_;  LT;  4;  6;  15;  1;  5;  133034130000;  100;  0;  x;  x;  0;  
151; 5559085.IMA;  BL2S_;  LH;  4;  6;  15;  1;  5;  133034130000;  100;  0;  x;  x;  0;  
152; 5559103.IMA;  BL2S_;  Lo;  4;  6;  15;  1;  5;  133034130000;  100;  0;  x;  x;  0;  
153; 5558558.IMA;  BL2S_;  LS;  4;  6;  15;  1;  6;  133033797500;  100;  45;  x;  x;  0;  
154; 5558576.IMA;  BL2S_;  LD;  4;  6;  15;  1;  6;  133033797500;  100;  45;  x;  x;  0;  
155; 5558594.IMA;  BL2S_;  LF;  4;  6;  15;  1;  6;  133033797500;  100;  45;  x;  x;  0;  
156; 5558612.IMA;  BL2S_;  Li;  4;  6;  15;  1;  6;  133033797500;  100;  45;  x;  x;  0;  
157; 5558630.IMA;  BL2S_;  L8;  4;  6;  15;  1;  6;  133033797500;  100;  45;  x;  x;  0;  
158; 5558648.IMA;  BL2S_;  LN;  4;  6;  15;  1;  6;  133033797500;  100;  45;  x;  x;  0;  
159; 5558666.IMA;  BL2S_;  LT;  4;  6;  15;  1;  6;  133033797500;  100;  45;  x;  x;  0;  
160; 5558684.IMA;  BL2S_;  LH;  4;  6;  15;  1;  6;  133033797500;  100;  45;  x;  x;  0;  
161; 5558702.IMA;  BL2S_;  Lo;  4;  6;  15;  1;  6;  133033797500;  100;  45;  x;  x;  0;  
162; 5559189.IMA;  BL2S_;  LS;  4;  6;  17;  2;  1;  133454380000;  20;  -45;  x;  x;  0;  
163; 5559207.IMA;  BL2S_;  LD;  4;  6;  17;  2;  1;  133454380000;  20;  -45;  x;  x;  0;  
164; 5559225.IMA;  BL2S_;  LF;  4;  6;  17;  2;  1;  133454380000;  20;  -45;  x;  x;  0;  
165; 5559243.IMA;  BL2S_;  Li;  4;  6;  17;  2;  1;  133454380000;  20;  -45;  x;  x;  0;  
166; 5559261.IMA;  BL2S_;  L8;  4;  6;  17;  2;  1;  133454380000;  20;  -45;  x;  x;  0;  
167; 5559279.IMA;  BL2S_;  LN;  4;  6;  17;  2;  1;  133454380000;  20;  -45;  x;  x;  0;  
168; 5559297.IMA;  BL2S_;  LT;  4;  6;  17;  2;  1;  133454380000;  20;  -45;  x;  x;  0;  
169; 5559315.IMA;  BL2S_;  LH;  4;  6;  17;  2;  1;  133454380000;  20;  -45;  x;  x;  0;  
170; 5559333.IMA;  BL2S_;  Lo;  4;  6;  17;  2;  1;  133454380000;  20;  -45;  x;  x;  0;  
171; 5559837.IMA;  BL2S_;  LS;  4;  6;  17;  2;  2;  133455045000;  20;  0;  x;  x;  0;  
172; 5559855.IMA;  BL2S_;  LD;  4;  6;  17;  2;  2;  133455045000;  20;  0;  x;  x;  0;  
173; 5559873.IMA;  BL2S_;  LF;  4;  6;  17;  2;  2;  133455045000;  20;  0;  x;  x;  0;  
174; 5559891.IMA;  BL2S_;  Li;  4;  6;  17;  2;  2;  133455045000;  20;  0;  x;  x;  0;  
175; 5559909.IMA;  BL2S_;  L8;  4;  6;  17;  2;  2;  133455045000;  20;  0;  x;  x;  0;  
176; 5559927.IMA;  BL2S_;  LN;  4;  6;  17;  2;  2;  133455045000;  20;  0;  x;  x;  0;  
177; 5559945.IMA;  BL2S_;  LT;  4;  6;  17;  2;  2;  133455045000;  20;  0;  x;  x;  0;  
178; 5559963.IMA;  BL2S_;  LH;  4;  6;  17;  2;  2;  133455045000;  20;  0;  x;  x;  0;  
179; 5559981.IMA;  BL2S_;  Lo;  4;  6;  17;  2;  2;  133455045000;  20;  0;  x;  x;  0;  
180; 5559513.IMA;  BL2S_;  LS;  4;  6;  17;  2;  3;  133454712500;  20;  45;  x;  x;  0;  
181; 5559531.IMA;  BL2S_;  LD;  4;  6;  17;  2;  3;  133454712500;  20;  45;  x;  x;  0;  
182; 5559549.IMA;  BL2S_;  LF;  4;  6;  17;  2;  3;  133454712500;  20;  45;  x;  x;  0;  
183; 5559567.IMA;  BL2S_;  Li;  4;  6;  17;  2;  3;  133454712500;  20;  45;  x;  x;  0;  
184; 5559585.IMA;  BL2S_;  L8;  4;  6;  17;  2;  3;  133454712500;  20;  45;  x;  x;  0;  
185; 5559603.IMA;  BL2S_;  LN;  4;  6;  17;  2;  3;  133454712500;  20;  45;  x;  x;  0;  
186; 5559621.IMA;  BL2S_;  LT;  4;  6;  17;  2;  3;  133454712500;  20;  45;  x;  x;  0;  
187; 5559639.IMA;  BL2S_;  LH;  4;  6;  17;  2;  3;  133454712500;  20;  45;  x;  x;  0;  
188; 5559657.IMA;  BL2S_;  Lo;  4;  6;  17;  2;  3;  133454712500;  20;  45;  x;  x;  0;  
189; 5559351.IMA;  BL2S_;  LS;  4;  6;  17;  2;  4;  133454462500;  100;  -45;  x;  x;  0;  
190; 5559369.IMA;  BL2S_;  LD;  4;  6;  17;  2;  4;  133454462500;  100;  -45;  x;  x;  0;  
191; 5559387.IMA;  BL2S_;  LF;  4;  6;  17;  2;  4;  133454462500;  100;  -45;  x;  x;  0;  
192; 5559405.IMA;  BL2S_;  Li;  4;  6;  17;  2;  4;  133454462500;  100;  -45;  x;  x;  0;  
193; 5559423.IMA;  BL2S_;  L8;  4;  6;  17;  2;  4;  133454462500;  100;  -45;  x;  x;  0;  
194; 5559441.IMA;  BL2S_;  LN;  4;  6;  17;  2;  4;  133454462500;  100;  -45;  x;  x;  0;  
195; 5559459.IMA;  BL2S_;  LT;  4;  6;  17;  2;  4;  133454462500;  100;  -45;  x;  x;  0;  
196; 5559477.IMA;  BL2S_;  LH;  4;  6;  17;  2;  4;  133454462500;  100;  -45;  x;  x;  0;  
197; 5559495.IMA;  BL2S_;  Lo;  4;  6;  17;  2;  4;  133454462500;  100;  -45;  x;  x;  0;  
198; 5559999.IMA;  BL2S_;  LS;  4;  6;  17;  2;  5;  133455127500;  100;  0;  x;  x;  0;  
199; 5560017.IMA;  BL2S_;  LD;  4;  6;  17;  2;  5;  133455127500;  100;  0;  x;  x;  0;  
200; 5560035.IMA;  BL2S_;  LF;  4;  6;  17;  2;  5;  133455127500;  100;  0;  x;  x;  0;  
201; 5560053.IMA;  BL2S_;  Li;  4;  6;  17;  2;  5;  133455127500;  100;  0;  x;  x;  0;  
202; 5560071.IMA;  BL2S_;  L8;  4;  6;  17;  2;  5;  133455127500;  100;  0;  x;  x;  0;  
203; 5560089.IMA;  BL2S_;  LN;  4;  6;  17;  2;  5;  133455127500;  100;  0;  x;  x;  0;  
204; 5560107.IMA;  BL2S_;  LT;  4;  6;  17;  2;  5;  133455127500;  100;  0;  x;  x;  0;  
205; 5560125.IMA;  BL2S_;  LH;  4;  6;  17;  2;  5;  133455127500;  100;  0;  x;  x;  0;  
206; 5560143.IMA;  BL2S_;  Lo;  4;  6;  17;  2;  5;  133455127500;  100;  0;  x;  x;  0;  
207; 5559675.IMA;  BL2S_;  LS;  4;  6;  17;  2;  6;  133454795000;  100;  45;  x;  x;  0;  
208; 5559693.IMA;  BL2S_;  LD;  4;  6;  17;  2;  6;  133454795000;  100;  45;  x;  x;  0;  
209; 5559711.IMA;  BL2S_;  LF;  4;  6;  17;  2;  6;  133454795000;  100;  45;  x;  x;  0;  
210; 5559729.IMA;  BL2S_;  Li;  4;  6;  17;  2;  6;  133454795000;  100;  45;  x;  x;  0;  
211; 5559747.IMA;  BL2S_;  L8;  4;  6;  17;  2;  6;  133454795000;  100;  45;  x;  x;  0;  
212; 5559765.IMA;  BL2S_;  LN;  4;  6;  17;  2;  6;  133454795000;  100;  45;  x;  x;  0;  
213; 5559783.IMA;  BL2S_;  LT;  4;  6;  17;  2;  6;  133454795000;  100;  45;  x;  x;  0;  
214; 5559801.IMA;  BL2S_;  LH;  4;  6;  17;  2;  6;  133454795000;  100;  45;  x;  x;  0;  
215; 5559819.IMA;  BL2S_;  Lo;  4;  6;  17;  2;  6;  133454795000;  100;  45;  x;  x;  0;  
216; 5553974.IMA;  BR2F_;  Ri;  4;  6;  11;  1;  1;  132924385000;  15;  -45;  x;  x;  0;  
217; 5553992.IMA;  BR2F_;  RF;  4;  6;  11;  1;  1;  132924385000;  15;  -45;  x;  x;  0;  
218; 5554010.IMA;  BR2F_;  R8;  4;  6;  11;  1;  1;  132924385000;  15;  -45;  x;  x;  0;  
219; 5554028.IMA;  BR2F_;  RD;  4;  6;  11;  1;  1;  132924385000;  15;  -45;  x;  x;  0;  
220; 5554046.IMA;  BR2F_;  RS;  4;  6;  11;  1;  1;  132924385000;  15;  -45;  x;  x;  0;  
221; 5554064.IMA;  BR2F_;  RT;  4;  6;  11;  1;  1;  132924385000;  15;  -45;  x;  x;  0;  
222; 5554082.IMA;  BR2F_;  RN;  4;  6;  11;  1;  1;  132924385000;  15;  -45;  x;  x;  0;  
223; 5554100.IMA;  BR2F_;  Ro;  4;  6;  11;  1;  1;  132924385000;  15;  -45;  x;  x;  0;  
224; 5554118.IMA;  BR2F_;  RH;  4;  6;  11;  1;  1;  132924385000;  15;  -45;  x;  x;  0;  
225; 5554622.IMA;  BR2F_;  Ri;  4;  6;  11;  1;  2;  132924467500;  15;  0;  x;  x;  0;  
226; 5554640.IMA;  BR2F_;  RF;  4;  6;  11;  1;  2;  132924467500;  15;  0;  x;  x;  0;  
227; 5554658.IMA;  BR2F_;  R8;  4;  6;  11;  1;  2;  132924467500;  15;  0;  x;  x;  0;  
228; 5554676.IMA;  BR2F_;  RD;  4;  6;  11;  1;  2;  132924467500;  15;  0;  x;  x;  0;  
229; 5554694.IMA;  BR2F_;  RS;  4;  6;  11;  1;  2;  132924467500;  15;  0;  x;  x;  0;  
230; 5554712.IMA;  BR2F_;  RT;  4;  6;  11;  1;  2;  132924467500;  15;  0;  x;  x;  0;  
