0.0;  0.0;  
1.0;  0.0;  
2.0;  0.6484090631656727;  
3.0;  -0.035318548029124486;  
4.0;  -0.23140577836460352;  
5.0;  -0.29278148304331353;  
6.0;  -0.04623759876602662;  
7.0;  0.3554548783735072;  
8.0;  0.37973924116658964;  
9.0;  0.9919586181641762;  
10.0;  1.5384223244406598;  
11.0;  0.14915050159800103;  
12.0;  -0.8385959972033561;  
13.0;  0.0452367609196358;  
14.0;  0.39859355579704925;  
15.0;  0.11559642444967722;  
16.0;  -0.06501700661391396;  
17.0;  -0.33379433371806044;  
18.0;  0.2552760731090302;  
19.0;  0.7534921819512874;  
20.0;  0.20397463711827868;  
21.0;  0.2840444391424626;  
22.0;  0.6154958551579739;  
23.0;  0.23733867298477662;  
24.0;  0.07951008189809272;  
25.0;  -0.07960787686442927;  
26.0;  -0.3085299405184969;  
27.0;  0.35601390491831353;  
28.0;  1.122799960049747;  
29.0;  0.5969855568626485;  
30.0;  -0.39614382657129;  
31.0;  -0.25767794522374743;  
32.0;  0.3064630681816993;  
33.0;  0.14987668124109632;  
34.0;  0.037745389071346835;  
35.0;  0.013064297762753085;  
36.0;  -0.24021426114154565;  
37.0;  -0.016385165127758228;  
38.0;  0.38039536909616345;  
39.0;  0.5088757601650968;  
40.0;  0.5402540727095015;  
41.0;  0.050138300115406764;  
42.0;  -1.1781297163529416;  
43.0;  -2.0527690540660615;  
44.0;  -1.5684994784269293;  
45.0;  -1.2164965542879713;  
46.0;  -2.5130795565518156;  
47.0;  -3.72726093639028;  
48.0;  -3.7859080921518853;  
49.0;  -4.012272227894243;  
50.0;  -4.456905711781076;  
51.0;  -4.307640769264822;  
52.0;  -3.386758977716454;  
53.0;  -2.4607668789951163;  
54.0;  -2.414663835005456;  
55.0;  -1.9176080877130062;  
56.0;  -0.20097073641682073;  
57.0;  1.6063107577237474;  
58.0;  2.7903789173473115;  
59.0;  2.938901727849725;  
60.0;  3.2560133500531947;  
61.0;  4.200944380326746;  
62.0;  3.9704052318226672;  
63.0;  3.702883633700253;  
64.0;  4.681843497536391;  
65.0;  4.4472971829501375;  
66.0;  2.742752075195341;  
67.0;  2.0262822237881437;  
68.0;  2.214658910577924;  
69.0;  2.10679730502045;  
70.0;  1.7405815124511719;  
71.0;  0.9995137994939398;  
72.0;  0.2906119606711286;  
73.0;  0.7967203313654352;  
74.0;  1.9966108148748845;  
75.0;  2.115058552135082;  
76.0;  1.3879120566627705;  
77.0;  1.887908588756261;  
78.0;  3.6382134177468686;  
79.0;  4.4377538507634995;  
80.0;  3.8822274641556476;  
81.0;  3.673682819713207;  
82.0;  4.072725122625229;  
83.0;  4.0396159778941865;  
84.0;  3.659587513316694;  
85.0;  3.0098800659179688;  
86.0;  1.5043279474432438;  
87.0;  -0.024964766068933386;  
88.0;  -0.3625224720348683;  
89.0;  -0.5523154518820661;  
90.0;  -1.654916243119601;  
91.0;  -2.731892672452034;  
92.0;  -3.2252100164240005;  
93.0;  -3.78824060613465;  
94.0;  -4.547058799050092;  
95.0;  -4.516325517134135;  
96.0;  -3.31409523703843;  
97.0;  -2.377785422585305;  
98.0;  -2.768810619007354;  
99.0;  -3.1824694546785963;  
100.0;  -2.3879519375888094;  
101.0;  -0.9678032614967833;  
102.0;  0.2457740090110292;  
103.0;  0.46424033425068956;  
104.0;  -0.32738356156789905;  
105.0;  -0.7467588944869021;  
106.0;  -0.09983340176660249;  
107.0;  0.6491074995561235;  
108.0;  0.34836439652872286;  
109.0;  -0.22872439297754;  
110.0;  0.3010059703479442;  
111.0;  0.7183997414327905;  
112.0;  -0.1327459161930733;  
113.0;  -0.44927839799362346;  
114.0;  0.3734123923561583;  
115.0;  0.4779829545454959;  
116.0;  -0.03341744162821669;  
117.0;  0.1523284912109375;  
118.0;  0.480230158025563;  
119.0;  0.3119222467596501;  
120.0;  0.22025715221053588;  
121.0;  0.23676785555744573;  
122.0;  -0.15609602494663477;  
123.0;  -0.26958743008697184;  
124.0;  0.47561714865940985;  
125.0;  0.7308086048472546;  
126.0;  -0.1647109985352131;  
127.0;  -0.47815912420094264;  
128.0;  0.6049027876421178;  
129.0;  1.2390878850763443;  
130.0;  0.37353793057530993;  
131.0;  -0.42588251287281764;  
132.0;  -0.24962199818003228;  
133.0;  0.0;  
134.0;  0.0;  
135.0;  0.0;  
136.0;  0.0;  
